institution,city,region,sector,first,initials,last
University of Texas at Austin,Austin TX,Texas,Soc,joseph,r,fishkin
University of Texas at Austin,Austin TX,Texas,Chem,richard, fitzpatrick
University of Texas at Austin,Austin TX,Texas,Math,kenneth,robert,fleischmann
University of Texas at Austin,Austin TX,Texas,Bio,peter,barry,flemings
University of Texas at Austin,Austin TX,Texas,Eng-Ind,kevin,j,folliard
University of Texas at Austin,Austin TX,Texas,Chem,sergey,b,fomel
University of Texas at Austin,Austin TX,Texas,Med,rowena, fong
University of Texas at Austin,Austin TX,Texas,Soc,william,e,forbath
University of Texas at Austin,Austin TX,Texas,Med,kentya,c,ford
University of Texas at Austin,Austin TX,Texas,Soc,michele, forman
University of Texas at Austin,Austin TX,Texas,Eng-Ind,john,timothy,foster
University of Texas at Austin,Austin TX,Texas,Geo,david,w,fowler
University of Texas at Austin,Austin TX,Texas,Bio,norma,l,fowler
University of Texas at Austin,Austin TX,Texas,Eng-Ind,wallace,t,fowler
University of Texas at Austin,Austin TX,Texas,Med,christina,lin,fragale
University of Texas at Austin,Austin TX,Texas,Med,jessica, franco
University of Texas at Austin,Austin TX,Texas,Soc,cynthia,g,franklin
University of Texas at Austin,Austin TX,Texas,Hum,maria, franklin
University of Texas at Austin,Austin TX,Texas,Hum,alison,k,frazier
University of Texas at Austin,Austin TX,Texas,Med,james,w,fredrickson
University of Texas at Austin,Austin TX,Texas,Math,daniel,s,freed
University of Texas at Austin,Austin TX,Texas,Chem,benny,d,freeman
University of Texas at Austin,Austin TX,Texas,Soc,gary,p,freeman
University of Texas at Austin,Austin TX,Texas,Econ,robert,n,freeman
University of Texas at Austin,Austin TX,Texas,Hum,oliver, freiberger
University of Texas at Austin,Austin TX,Texas,Hum,caroline,j,frick
University of Texas at Austin,Austin TX,Texas,Soc,daniel,g,fridman
University of Texas at Austin,Austin TX,Texas,Hum,alan,w,friedman
University of Texas at Austin,Austin TX,Texas,Soc,steven,j,friesen
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,kim, fromme
University of Texas at Austin,Austin TX,Texas,Geo,rong, fu
University of Texas at Austin,Austin TX,Texas,Eng-Ind,donald,s,fussell
University of Texas at Austin,Austin TX,Texas,Math,anna, gal
University of Texas at Austin,Austin TX,Texas,Econ,james,k,galbraith
University of Texas at Austin,Austin TX,Texas,Hum,patricia,k,galloway
University of Texas at Austin,Austin TX,Texas,Geo,william,e,galloway
University of Texas at Austin,Austin TX,Texas,Math,irene,m,gamba
University of Texas at Austin,Austin TX,Texas,Phys,venkat, ganesan
University of Texas at Austin,Austin TX,Texas,Med,alexandra,a,garcia
University of Texas at Austin,Austin TX,Texas,Phys,james,e,gardner
University of Texas at Austin,Austin TX,Texas,Soc,seth,w,garfield
University of Texas at Austin,Austin TX,Texas,Econ,rajiv, garg
University of Texas at Austin,Austin TX,Texas,Eng-Ind,vijay,k,garg
University of Texas at Austin,Austin TX,Texas,Hum,james,d,garrison
University of Texas at Austin,Austin TX,Texas,Math,michael,l,garrison
University of Texas at Austin,Austin TX,Texas,Hum,thomas,j,garza
University of Texas at Austin,Austin TX,Texas,Soc,carol,d,gaskamp
University of Texas at Austin,Austin TX,Texas,Hum,bertram, gawronski
University of Texas at Austin,Austin TX,Texas,Phys,karl, gebhardt
University of Texas at Austin,Austin TX,Texas,Phys,wilson,s,geisler
University of Texas at Austin,Austin TX,Texas,Phys,kenneth,w,gentle
University of Texas at Austin,Austin TX,Texas,Med,george, georgiou
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,andrew,d,gershoff
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,elizabeth,thompson,gershoff
University of Texas at Austin,Austin TX,Texas,Math,andreas,m,gerstlauer
University of Texas at Austin,Austin TX,Texas,Phys,ranjit, gharpurey
University of Texas at Austin,Austin TX,Texas,Math,omar,nabih,ghattas
University of Texas at Austin,Austin TX,Texas,Math,joydeep, ghosh
University of Texas at Austin,Austin TX,Texas,Math,john,e,gilbert
University of Texas at Austin,Austin TX,Texas,Agr,lawrence,e,gilbert
University of Texas at Austin,Austin TX,Texas,Geo,robert,b,gilbert
University of Texas at Austin,Austin TX,Texas,Soc,stephen,m,gilbert
University of Texas at Austin,Austin TX,Texas,Hum,david,l,gilden
University of Texas at Austin,Austin TX,Texas,Econ,kate, gillespie
University of Texas at Austin,Austin TX,Texas,Med,diane,b,ginsburg
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,jennifer, glass
University of Texas at Austin,Austin TX,Texas,Phys,austin,m,gleeson
University of Texas at Austin,Austin TX,Texas,Math,milos, gligoric
University of Texas at Austin,Austin TX,Texas,Med,paul,j,godley
University of Texas at Austin,Austin TX,Texas,Phys,john,m,golden
University of Texas at Austin,Austin TX,Texas,Soc,linda,l,golden
University of Texas at Austin,Austin TX,Texas,Bio,nace,l,golding
University of Texas at Austin,Austin TX,Texas,Eng-Ind,david,b,goldstein
University of Texas at Austin,Austin TX,Texas,Math,robert,e,gompf
University of Texas at Austin,Austin TX,Texas,Med,rueben,a,gonzales
University of Texas at Austin,Austin TX,Texas,Bio,antonio, gonzalez
University of Texas at Austin,Austin TX,Texas,Hum,john,m,gonzalez
University of Texas at Austin,Austin TX,Texas,Med,oscar, gonzalez
University of Texas at Austin,Austin TX,Texas,Soc,gloria, gonzalezlopez
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,mark,anthony,gooden
University of Texas at Austin,Austin TX,Texas,Eng-Ind,john,b,goodenough
University of Texas at Austin,Austin TX,Texas,Hum,lalitha, gopalan
University of Texas at Austin,Austin TX,Texas,Math,cameron,m,gordon
University of Texas at Austin,Austin TX,Texas,Soc,edmund,t,gordon
University of Texas at Austin,Austin TX,Texas,Phys,vernita, gordon
University of Texas at Austin,Austin TX,Texas,Bio,andrea,c,gore
University of Texas at Austin,Austin TX,Texas,Hum,carma,ryanne,gorman
University of Texas at Austin,Austin TX,Texas,Math,mohamed,g,gouda
University of Texas at Austin,Austin TX,Texas,Hum,jennifer, graber
University of Texas at Austin,Austin TX,Texas,Soc,don,b,graham
University of Texas at Austin,Austin TX,Texas,Soc,michael,h,granof
University of Texas at Austin,Austin TX,Texas,Math,kristen,l,grauman
University of Texas at Austin,Austin TX,Texas,Chem,kenneth,e,gray
University of Texas at Austin,Austin TX,Texas,Soc,laurie,b,green
University of Texas at Austin,Austin TX,Texas,Soc,terrance,l,green
University of Texas at Austin,Austin TX,Texas,Eng-Ind,betsy,s,greenberg
University of Texas at Austin,Austin TX,Texas,Math,sherri,r,greenberg
University of Texas at Austin,Austin TX,Texas,Hum,kenneth,f,greene
University of Texas at Austin,Austin TX,Texas,Hum,benjamin,g,gregg
University of Texas at Austin,Austin TX,Texas,Econ,john,m,griffin
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,lisa, griffin
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,zenzi,margareta,griffin
University of Texas at Austin,Austin TX,Texas,Hum,kali,n,gross
University of Texas at Austin,Austin TX,Texas,Hum,karen, grumberg
University of Texas at Austin,Austin TX,Texas,Hum,julia,e,guernsey
University of Texas at Austin,Austin TX,Texas,Soc,sumit, guha
University of Texas at Austin,Austin TX,Texas,Med,robin, gutell
University of Texas at Austin,Austin TX,Texas,Econ,genaro,j,gutierrez
University of Texas at Austin,Austin TX,Texas,Eng-Ind,jacek, gwizdka
University of Texas at Austin,Austin TX,Texas,Math,ronny, hadani
University of Texas at Austin,Austin TX,Texas,Econ,beverly,l,hadaway
University of Texas at Austin,Austin TX,Texas,Econ,warren,j,hahn
University of Texas at Austin,Austin TX,Texas,Hum,sabine, hake
University of Texas at Austin,Austin TX,Texas,Hum,charles,r,hale
University of Texas at Austin,Austin TX,Texas,Med,andreana,p,haley
University of Texas at Austin,Austin TX,Texas,Soc,dorothy,r,hall
University of Texas at Austin,Austin TX,Texas,Phys,matthew,j,hall
University of Texas at Austin,Austin TX,Texas,Phys,neal, hall
University of Texas at Austin,Austin TX,Texas,Phys,gary,a,hallock
University of Texas at Austin,Austin TX,Texas,Eng-Ind,mark,f,hamilton
University of Texas at Austin,Austin TX,Texas,Soc,ian,f,hancock
University of Texas at Austin,Austin TX,Texas,Soc,courtney, handman
University of Texas at Austin,Austin TX,Texas,Hum,robert,j,hankinson
University of Texas at Austin,Austin TX,Texas,Med,kathryn,paige,harden
University of Texas at Austin,Austin TX,Texas,Geo,amber, hardison
University of Texas at Austin,Austin TX,Texas,Hum,julie, hardwick
University of Texas at Austin,Austin TX,Texas,Soc,barbara,j,harlow
University of Texas at Austin,Austin TX,Texas,Hum,michael,p,harney
University of Texas at Austin,Austin TX,Texas,Med,karol,k,harris
University of Texas at Austin,Austin TX,Texas,Bio,kristen,m,harris
University of Texas at Austin,Austin TX,Texas,Soc,david,a,harrison
University of Texas at Austin,Austin TX,Texas,Soc,louis, harrison
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,tracie,c,harrison
University of Texas at Austin,Austin TX,Texas,Bio,rasika,m,harshey
University of Texas at Austin,Austin TX,Texas,Soc,roderick,p,hart
University of Texas at Austin,Austin TX,Texas,Hum,john, hartigan
University of Texas at Austin,Austin TX,Texas,Math,john,j,hasenbein
University of Texas at Austin,Austin TX,Texas,Soc,john,william,hatfield
University of Texas at Austin,Austin TX,Texas,Med,gregory,j,hatlestad
University of Texas at Austin,Austin TX,Texas,Hum,robert,s,hatten
University of Texas at Austin,Austin TX,Texas,Agr,christine,veronica,hawkes
University of Texas at Austin,Austin TX,Texas,Med,satoru, hayasaka
University of Texas at Austin,Austin TX,Texas,Med,mary,myleen,hayhoe
University of Texas at Austin,Austin TX,Texas,Soc,mark,d,hayward
University of Texas at Austin,Austin TX,Texas,Chem,richard,d,hazeltine
University of Texas at Austin,Austin TX,Texas,Eng-Ind,robert,w,heath
University of Texas at Austin,Austin TX,Texas,Hum,elizabeth,a,hedrick
University of Texas at Austin,Austin TX,Texas,Chem,zoya, heidari
University of Texas at Austin,Austin TX,Texas,Math,patrick, heimbach
University of Texas at Austin,Austin TX,Texas,Phys,daniel,j,heinzen
University of Texas at Austin,Austin TX,Texas,Math,raymond,c,heitmann
University of Texas at Austin,Austin TX,Texas,Phys,adam, heller
University of Texas at Austin,Austin TX,Texas,Econ,andrew,d,henderson
University of Texas at Austin,Austin TX,Texas,Soc,linda,d,henderson
University of Texas at Austin,Austin TX,Texas,Econ,ty,thomas,henderson
University of Texas at Austin,Austin TX,Texas,Med,sherry,g,hendrickson
University of Texas at Austin,Austin TX,Texas,Hum,geraldine, heng
University of Texas at Austin,Austin TX,Texas,Hum,jacqueline,m,henkel
University of Texas at Austin,Austin TX,Texas,Chem,graeme,andrew,henkelman
University of Texas at Austin,Austin TX,Texas,Bio,maya,l,henry
University of Texas at Austin,Austin TX,Texas,Bio,david,l,herrin
University of Texas at Austin,Austin TX,Texas,Soc,peter, hess
University of Texas at Austin,Austin TX,Texas,Bio,marc,andre,hesse
University of Texas at Austin,Austin TX,Texas,Hum,kathleen,m,higgins
University of Texas at Austin,Austin TX,Texas,Math,gary,j,hill
University of Texas at Austin,Austin TX,Texas,Geo,david,m,hillis
University of Texas at Austin,Austin TX,Texas,Soc,michael,c,hillmann
University of Texas at Austin,Austin TX,Texas,Hum,lars, hinrichs
University of Texas at Austin,Austin TX,Texas,Econ,d,e,hirst
University of Texas at Austin,Austin TX,Texas,Phys,paul,s,ho
University of Texas at Austin,Austin TX,Texas,Med,john,m,hoberman
University of Texas at Austin,Austin TX,Texas,Eng-Ind,ben,r,hodges
University of Texas at Austin,Austin TX,Texas,Hum,steven,d,hoelscher
University of Texas at Austin,Austin TX,Texas,Bio,david,w,hoffman
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,james,v,hoffman
University of Texas at Austin,Austin TX,Texas,Med,carole,k,holahan
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,charles,j,holahan
University of Texas at Austin,Austin TX,Texas,Hum,joan,a,holladay
University of Texas at Austin,Austin TX,Texas,Soc,michael, holleran
University of Texas at Austin,Austin TX,Texas,Soc,jennifer,j,holme
University of Texas at Austin,Austin TX,Texas,Geo,john,w,holt
University of Texas at Austin,Austin TX,Texas,Hum,juliet,a,hooker
University of Texas at Austin,Austin TX,Texas,Med,kristine,l,hopkins
University of Texas at Austin,Austin TX,Texas,Bio,brian,k,horton
University of Texas at Austin,Austin TX,Texas,Med,shalonda,e,horton
University of Texas at Austin,Austin TX,Texas,Soc,elaine,k,horwitz
University of Texas at Austin,Austin TX,Texas,Hum,heather, houser
University of Texas at Austin,Austin TX,Texas,Med,collin,a,hovinga
University of Texas at Austin,Austin TX,Texas,Soc,james,l,howison
University of Texas at Austin,Austin TX,Texas,Econ,wayne,d,hoyer
University of Texas at Austin,Austin TX,Texas,Phys,trevor,daniel,hrynyk
University of Texas at Austin,Austin TX,Texas,Hum,madeline,y,hsu
University of Texas at Austin,Austin TX,Texas,Soc,henry,t,hu
University of Texas at Austin,Austin TX,Texas,Phys,rui, huang
University of Texas at Austin,Austin TX,Texas,Soc,thomas,k,hubbard
University of Texas at Austin,Austin TX,Texas,Soc,john, huehnergard
University of Texas at Austin,Austin TX,Texas,Math,joan, hughes
University of Texas at Austin,Austin TX,Texas,Math,thomas,j,hughes
University of Texas at Austin,Austin TX,Texas,Geo,chun, huh
University of Texas at Austin,Austin TX,Texas,Med,jon,m,huibregtse
University of Texas at Austin,Austin TX,Texas,Bio,alexander,c,huk
University of Texas at Austin,Austin TX,Texas,Phys,simon,m,humphrey
University of Texas at Austin,Austin TX,Texas,Geo,todd,e,humphreys
University of Texas at Austin,Austin TX,Texas,Phys,bruce,j,hunt
University of Texas at Austin,Austin TX,Texas,Math,jessica,h,hunt
University of Texas at Austin,Austin TX,Texas,Math,warren,a,hunt
University of Texas at Austin,Austin TX,Texas,Soc,wendy,a,hunter
University of Texas at Austin,Austin TX,Texas,Bio,enamul, huq
University of Texas at Austin,Austin TX,Texas,Hum,coleman, hutchison
University of Texas at Austin,Austin TX,Texas,Chem,gyeong,s,hwang
University of Texas at Austin,Austin TX,Texas,Soc,syed,a,hyder
University of Texas at Austin,Austin TX,Texas,Soc,william, inboden
University of Texas at Austin,Austin TX,Texas,Bio,gregory,c,ippolito
University of Texas at Austin,Austin TX,Texas,Soc,julie,r,irwin
University of Texas at Austin,Austin TX,Texas,Math,arie, israel
University of Texas at Austin,Austin TX,Texas,Bio,vishwanath,r,iyer
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,huriya, jabbar
University of Texas at Austin,Austin TX,Texas,Soc,gary,j,jacobsohn
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,deborah,b,jacobvitz
University of Texas at Austin,Austin TX,Texas,Med,yuri, jang
University of Texas at Austin,Austin TX,Texas,Med,robert,k,jansen
University of Texas at Austin,Austin TX,Texas,Econ,sirkka,l,jarvenpaa
University of Texas at Austin,Austin TX,Texas,Med,makkuni, jayaram
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,judith,a,jellison
University of Texas at Austin,Austin TX,Texas,Econ,ross,g,jennings
University of Texas at Austin,Austin TX,Texas,Med,jody,l,jensen
University of Texas at Austin,Austin TX,Texas,Hum,robert,w,jensen
University of Texas at Austin,Austin TX,Texas,Hum,stephen,august,jessee
University of Texas at Austin,Austin TX,Texas,Bio,shalene, jha
University of Texas at Austin,Austin TX,Texas,Med,ning, jiang
University of Texas at Austin,Austin TX,Texas,Eng-Ind,junfeng, jiao
University of Texas at Austin,Austin TX,Texas,Soc,derek,p,jinks
University of Texas at Austin,Austin TX,Texas,Eng-Ind,james,o,jirsa
University of Texas at Austin,Austin TX,Texas,Phys,shardha, jogee
University of Texas at Austin,Austin TX,Texas,Math,lizy,k,john
University of Texas at Austin,Austin TX,Texas,Bio,arlen,w,johnson
University of Texas at Austin,Austin TX,Texas,Med,karen, johnson
University of Texas at Austin,Austin TX,Texas,Chem,kenneth, johnson
University of Texas at Austin,Austin TX,Texas,Bio,daniel, johnston
University of Texas at Austin,Austin TX,Texas,Phys,keith,p,johnston
University of Texas at Austin,Austin TX,Texas,Med,barbara,l,jones
University of Texas at Austin,Austin TX,Texas,Phys,brandon,a,jones
University of Texas at Austin,Austin TX,Texas,Soc,bryan,davidson,jones
University of Texas at Austin,Austin TX,Texas,Hum,jacqueline, jones
University of Texas at Austin,Austin TX,Texas,Hum,joni,l,jones
University of Texas at Austin,Austin TX,Texas,Eng-Ind,richard,a,jones
University of Texas at Austin,Austin TX,Texas,Med,terry,l,jones
University of Texas at Austin,Austin TX,Texas,Med,theresa,a,jones
University of Texas at Austin,Austin TX,Texas,Med,esbelle,m,jowers
University of Texas at Austin,Austin TX,Texas,Bio,thomas,e,juenger
University of Texas at Austin,Austin TX,Texas,Hum,cory,f,juhl
University of Texas at Austin,Austin TX,Texas,Eng-Ind,christine,l,julien
University of Texas at Austin,Austin TX,Texas,Econ,steven,j,kachelmeier
University of Texas at Austin,Austin TX,Texas,Econ,matthias, kahl
University of Texas at Austin,Austin TX,Texas,Agr,loukas,f,kallivokas
University of Texas at Austin,Austin TX,Texas,Econ,ari,c,kang
University of Texas at Austin,Austin TX,Texas,Hum,jonathan, kaplan
University of Texas at Austin,Austin TX,Texas,Phys,vadim, kaplunovsky
University of Texas at Austin,Austin TX,Texas,Bio,john,w,kappelman
University of Texas at Austin,Austin TX,Texas,Math,unmil,p,karadkar
University of Texas at Austin,Austin TX,Texas,Med,james,a,karboski
University of Texas at Austin,Austin TX,Texas,Chem,lynn,e,katz
University of Texas at Austin,Austin TX,Texas,Soc,elizabeth,l,keating
University of Texas at Austin,Austin TX,Texas,Soc,xiaofen, keating
University of Texas at Austin,Austin TX,Texas,Math,sean,m,keel
University of Texas at Austin,Austin TX,Texas,Med,william,r,kelly
University of Texas at Austin,Austin TX,Texas,Econ,orlando,r,kelm
University of Texas at Austin,Austin TX,Texas,Geo,charles, kerans
University of Texas at Austin,Austin TX,Texas,Bio,richard,a,ketcham
University of Texas at Austin,Austin TX,Texas,Math,john,w,keto
University of Texas at Austin,Austin TX,Texas,Hum,martin,w,kevorkian
University of Texas at Austin,Austin TX,Texas,Math,sarfraz, khurshid
University of Texas at Austin,Austin TX,Texas,Phys,can, kilic
University of Texas at Austin,Austin TX,Texas,Med,jonghwan, kim
University of Texas at Austin,Austin TX,Texas,Med,miyong, kim
University of Texas at Austin,Austin TX,Texas,Eng-Ind,wonsuck, kim
University of Texas at Austin,Austin TX,Texas,Hum,sara,e,kimball
University of Texas at Austin,Austin TX,Texas,Bio,kerry,a,kinney
University of Texas at Austin,Austin TX,Texas,Econ,william,r,kinney
University of Texas at Austin,Austin TX,Texas,Med,eileen,k,kintner
University of Texas at Austin,Austin TX,Texas,Med,mark,a,kirkpatrick
University of Texas at Austin,Austin TX,Texas,Econ,karrol,a,kitt
University of Texas at Austin,Austin TX,Texas,Soc,susan,r,klein
University of Texas at Austin,Austin TX,Texas,Math,brendan,andrew,kline
University of Texas at Austin,Austin TX,Texas,Soc,gregory,w,knapp
University of Texas at Austin,Austin TX,Texas,Math,hans,a,koch
University of Texas at Austin,Austin TX,Texas,Bio,kara, kockelman
University of Texas at Austin,Austin TX,Texas,Soc,gary,a,kocurek
University of Texas at Austin,Austin TX,Texas,Med,karl,marc,koenig
University of Texas at Austin,Austin TX,Texas,Math,prabhudev,c,konana
University of Texas at Austin,Austin TX,Texas,Econ,lisa,l,koonce
University of Texas at Austin,Austin TX,Texas,Soc,robert,c,koons
University of Texas at Austin,Austin TX,Texas,Phys,john, kormendy
University of Texas at Austin,Austin TX,Texas,Hum,donna,marie,kornhaber
University of Texas at Austin,Austin TX,Texas,Chem,desiderio, kovar
University of Texas at Austin,Austin TX,Texas,Phys,adam,levi,kraus
University of Texas at Austin,Austin TX,Texas,Phys,mourad, krifa
University of Texas at Austin,Austin TX,Texas,Chem,michael,j,krische
University of Texas at Austin,Austin TX,Texas,Med,john,g,kuhn
University of Texas at Austin,Austin TX,Texas,Phys,pawan, kumar
University of Texas at Austin,Austin TX,Texas,Soc,shanti, kumar
University of Texas at Austin,Austin TX,Texas,Hum,alan,j,kuperman
University of Texas at Austin,Austin TX,Texas,Math,erhan, kutanoglu
University of Texas at Austin,Austin TX,Texas,Hum,tatiana, kuzmic
University of Texas at Austin,Austin TX,Texas,Chem,stelios, kyriakides
University of Texas at Austin,Austin TX,Texas,Geo,john,h,lacy
University of Texas at Austin,Austin TX,Texas,Econ,guoming, lai
University of Texas at Austin,Austin TX,Texas,Phys,keji, lai
University of Texas at Austin,Austin TX,Texas,Eng-Ind,larry,w,lake
University of Texas at Austin,Austin TX,Texas,Math,simon,s,lam
University of Texas at Austin,Austin TX,Texas,Bio,david,l,lambert
University of Texas at Austin,Austin TX,Texas,Med,alan, lambowitz
University of Texas at Austin,Austin TX,Texas,Phys,chad,matthew,landis
University of Texas at Austin,Austin TX,Texas,Eng-Ind,sheldon, landsberger
University of Texas at Austin,Austin TX,Texas,Econ,tim, landvoigt
University of Texas at Austin,Austin TX,Texas,Phys,karol, lang
University of Texas at Austin,Austin TX,Texas,Hum,fernando,luiz,lara
University of Texas at Austin,Austin TX,Texas,Hum,peter,n,lasalle
University of Texas at Austin,Austin TX,Texas,Soc,dominic,l,lasorsa
University of Texas at Austin,Austin TX,Texas,Geo,john,c,lassiter
University of Texas at Austin,Austin TX,Texas,Geo,edgardo,manuel,latrubesse
University of Texas at Austin,Austin TX,Texas,Soc,michael,l,lauderdale
University of Texas at Austin,Austin TX,Texas,Econ,volker, laux
University of Texas at Austin,Austin TX,Texas,Bio,luc,l,lavier
University of Texas at Austin,Austin TX,Texas,Geo,desmond,f,lawler
University of Texas at Austin,Austin TX,Texas,Soc,mark,a,lawrence
University of Texas at Austin,Austin TX,Texas,Med,kenneth,a,lawson
University of Texas at Austin,Austin TX,Texas,Soc,joan, lazarus
University of Texas at Austin,Austin TX,Texas,Soc,david,l,leal
University of Texas at Austin,Austin TX,Texas,Eng-Ind,matthew,alan,lease
University of Texas at Austin,Austin TX,Texas,Bio,hongjoo,joanne,lee
University of Texas at Austin,Austin TX,Texas,Phys,jack,c,lee
University of Texas at Austin,Austin TX,Texas,Soc,linda,cloud,lee
University of Texas at Austin,Austin TX,Texas,Med,michael,william,lee
University of Texas at Austin,Austin TX,Texas,Med,seongmin, lee
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,weina, lee
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,cristine,h,legare
University of Texas at Austin,Austin TX,Texas,Geo,mathew,a,leibold
University of Texas at Austin,Austin TX,Texas,Eng-Ind,fernanda,lustosa,leite
University of Texas at Austin,Austin TX,Texas,Soc,erin, lentz
University of Texas at Austin,Austin TX,Texas,Soc,janice, leoshko
University of Texas at Austin,Austin TX,Texas,Hum,brian,p,levack
University of Texas at Austin,Austin TX,Texas,Math,donald,a,levin
University of Texas at Austin,Austin TX,Texas,Hum,philippa,judith,levine
University of Texas at Austin,Austin TX,Texas,Soc,sanford,v,levinson
University of Texas at Austin,Austin TX,Texas,Hum,hannah, lewis
University of Texas at Austin,Austin TX,Texas,Bio,marc,s,lewis
University of Texas at Austin,Austin TX,Texas,Med,rebecca,j,lewis
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,robert,joel,lewis
University of Texas at Austin,Austin TX,Texas,Med,william,l,lewis
University of Texas at Austin,Austin TX,Texas,Hum,jarrod,alan,lewispeacock
University of Texas at Austin,Austin TX,Texas,Hum,huaiyin, li
University of Texas at Austin,Austin TX,Texas,Chem,wei, li
University of Texas at Austin,Austin TX,Texas,Bio,xiaoqin, li
University of Texas at Austin,Austin TX,Texas,Hum,tatjana, lichtenstein
University of Texas at Austin,Austin TX,Texas,Phys,kenneth,m,liechti
University of Texas at Austin,Austin TX,Texas,Chem,petra,gabriele,liedl
University of Texas at Austin,Austin TX,Texas,Math,vladimir, lifschitz
University of Texas at Austin,Austin TX,Texas,Bio,howard,m,liljestrand
University of Texas at Austin,Austin TX,Texas,Econ,stephen,t,limberg
University of Texas at Austin,Austin TX,Texas,Math,calvin, lin
University of Texas at Austin,Austin TX,Texas,Chem,jungfu, lin
University of Texas at Austin,Austin TX,Texas,Hum,kenhou, lin
University of Texas at Austin,Austin TX,Texas,Med,lichen, lin
University of Texas at Austin,Austin TX,Texas,Econ,lizhen, lin
University of Texas at Austin,Austin TX,Texas,Econ,tsemin, lin
University of Texas at Austin,Austin TX,Texas,Econ,leigh,l,linden
University of Texas at Austin,Austin TX,Texas,Agr,craig,r,linder
University of Texas at Austin,Austin TX,Texas,Eng-Ind,hao, ling
University of Texas at Austin,Austin TX,Texas,Hum,jon,e,litland
University of Texas at Austin,Austin TX,Texas,Soc,amy,h,liu
University of Texas at Austin,Austin TX,Texas,Math,chang, liu
University of Texas at Austin,Austin TX,Texas,Phys,hungwen, liu
University of Texas at Austin,Austin TX,Texas,Soc,min, liu
University of Texas at Austin,Austin TX,Texas,Med,zhanfei, liu
University of Texas at Austin,Austin TX,Texas,Hum,keith,a,livers
University of Texas at Austin,Austin TX,Texas,Bio,alan,m,lloyd
University of Texas at Austin,Austin TX,Texas,Hum,james,n,loehlin
University of Texas at Austin,Austin TX,Texas,Eng-Ind,christopher,a,long
University of Texas at Austin,Austin TX,Texas,Soc,mark,g,longaker
University of Texas at Austin,Austin TX,Texas,Eng-Ind,raul,g,longoria
University of Texas at Austin,Austin TX,Texas,Med,martita,a,lopez
University of Texas at Austin,Austin TX,Texas,Math,molly,a,lopez
University of Texas at Austin,Austin TX,Texas,Eng-Ind,sarah,l,lopez
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,alexandra, loukas
University of Texas at Austin,Austin TX,Texas,Phys,nanshu, lu
University of Texas at Austin,Austin TX,Texas,Soc,xiaobo, lu
University of Texas at Austin,Austin TX,Texas,Med,jeffrey,james,luci
University of Texas at Austin,Austin TX,Texas,Math,john,e,luecke
University of Texas at Austin,Austin TX,Texas,Soc,jeana,a,lungwitz
University of Texas at Austin,Austin TX,Texas,Hum,ayelet,haimson,lushkov
University of Texas at Austin,Austin TX,Texas,Phys,nathaniel, lynd
University of Texas at Austin,Austin TX,Texas,Phys,allan,h,macdonald
University of Texas at Austin,Austin TX,Texas,Bio,paul,m,macdonald
University of Texas at Austin,Austin TX,Texas,Eng-Ind,randy,b,machemehl
University of Texas at Austin,Austin TX,Texas,Hum,carol,h,mackay
University of Texas at Austin,Austin TX,Texas,Hist-Ped-Psi,w,t,maddox
University of Texas at Austin,Austin TX,Texas,Soc,raul,l,madrid
University of Texas at Austin,Austin TX,Texas,Soc,stephen,p,magee
University of Texas at Austin,Austin TX,Texas,Eng-Ind,francesco, maggi
University of Texas at Austin,Austin TX,Texas,Soc,vijay, mahajan
University of Texas at Austin,Austin TX,Texas,Agr,david,r,maidment
University of Texas at Austin,Austin TX,Texas,Soc,minkah, makalani
University of Texas at Austin,Austin TX,Texas,Phys,dmitrii,e,makarov
University of Texas at Austin,Austin TX,Texas,Soc,madhavi, mallapragada
University of Texas at Austin,Austin TX,Texas,Hum,eric,s,mallin
University of Texas at Austin,Austin TX,Texas,Econ,dayanand, manoli
University of Texas at Austin,Austin TX,Texas,Chem,arumugam, manthiram
University of Texas at Austin,Austin TX,Texas,Chem,lance, manuel
University of Texas at Austin,Austin TX,Texas,Agr,edward,m,marcotte
University of Texas at Austin,Austin TX,Texas,Eng-Ind,michael,p,marder
University of Texas at Austin,Austin TX,Texas,Med,michela, marinelli
University of Texas at Austin,Austin TX,Texas,Phys,christina, markert
University of Texas at Austin,Austin TX,Texas,Phys,john,t,markert
University of Texas at Austin,Austin TX,Texas,Eng-Ind,mia,k,markey
